"cod";"Materia";"cuat inicio";"cuat fin";"fecha inicio";"fecha fin";"comision";"Profesor"
"23.03";"Sistemas de Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Zujew, Cristian Alejo"
"23.03";"Sistemas de Control";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Pretel, Matías Rodolfo"
"31.37";"Transferencia de Calor";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Vieytes, Roberto Eduardo"
"31.37";"Transferencia de Calor";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Gulich, Ernesto Iván"
"31.37";"Transferencia de Calor";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Pedreira, Patricio Hernán"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Copola, Javier"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"David, Martín Rafael"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cardozo, Matías Ernesto Cesar"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Copola, Javier"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"David, Martín Rafael"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cardozo, Matías Ernesto Cesar"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"David, Martín Rafael"
"31.25";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Gulich, Ernesto Iván"
"94.60";"Panorama Histórico Global";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Herrera, María Eugenia"
"94.60";"Panorama Histórico Global";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Giuliano, Héctor Gustavo"
"94.60";"Panorama Histórico Global";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L1";"Herrera, María Eugenia"
"94.60";"Panorama Histórico Global";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L1";"Giuliano, Héctor Gustavo"
"81.56";"Arquitectura de la Tecnología Informática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Catinello, Federico"
"81.56";"Arquitectura de la Tecnología Informática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Brey, Gustavo Andrés"
"94.28";"Formación General II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Magro, Adriana Edith"
"94.28";"Formación General II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mendizabal, Federico Manuel"
"94.28";"Formación General II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Magro, Adriana Edith"
"94.28";"Formación General II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Mendizabal, Federico Manuel"
"81.20";"Comercialización";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INgles";"Fitzgerald, Magdalena"
"81.20";"Comercialización";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INgles";"Almada, Jorge"
"21.08";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MQ";"Carrillo Del Pino, Manuel Esteban"
"21.08";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MQ";"Pingitore, Ricardo Alejandro"
"21.08";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MQ";"Cerfoglio, Ernesto Luis"
"72.42";"Programación de Objetos Distribuidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Meola, Franco Román"
"72.42";"Programación de Objetos Distribuidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Turrin, Marcelo Emiliano"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Ochner, Enrique Eduardo"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Brandi, Teresa"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Murekian, Ary Dicran"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lopez Escriva, Gonzalo Enrique"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Laurnagaray, Tomas"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Frias, María Elisa"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Ochner, Enrique Eduardo"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Brandi, Teresa"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Murekian, Ary Dicran"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Lopez Escriva, Gonzalo Enrique"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Laurnagaray, Tomas"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Frias, María Elisa"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Ochner, Enrique Eduardo"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Brandi, Teresa"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Murekian, Ary Dicran"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Lopez Escriva, Gonzalo Enrique"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Laurnagaray, Tomas"
"11.59";"Logística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Frias, María Elisa"
"22.48";"Procesamiento de Imágenes";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Jacoby, Daniel Andres"
"12.95";"Trabajo de Laboratorio de Química";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Stripeikis, Jorge Daniel"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Affranchino, Gustavo Osvaldo"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Ordoñez, Hernán Darío"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Fernandez Velazco, Santiago"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Affranchino, Gustavo Osvaldo"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Ordoñez, Hernán Darío"
"12.83";"Seguridad Ocupacional y Ambiental";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Fernandez Velazco, Santiago"
"99.52";"Español Lengua Segunda B2";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gallo Haddad, Daniela"
"99.52";"Español Lengua Segunda B2";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gonzalez Ferro, Ana Maria"
"31.16";"Ensayos de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Salles, Christian"
"31.16";"Ensayos de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Rodríguez, Aníbal Adrián"
"94.61";"Filosofía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Giuliano, Héctor Gustavo"
"94.61";"Filosofía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Herrera, María Eugenia"
"94.61";"Filosofía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L2";"Giuliano, Héctor Gustavo"
"94.61";"Filosofía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L2";"Herrera, María Eugenia"
"81.23";"Comercio Electrónico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Palatnik, Sebastián"
"81.23";"Comercio Electrónico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Figueroa, Horacio"
"81.23";"Comercio Electrónico";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Varela Paez, Hernan Matias"
"61.30";"Econometría Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Orlando, Valeria Alejandra"
"61.30";"Econometría Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Calamante, Romina"
"81.11";"Contabilidad Gerencial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Velazquez, Silvina Ana"
"81.11";"Contabilidad Gerencial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Nishimoto, Diego"
"81.11";"Contabilidad Gerencial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Podmoguilnye, Marcelo Gustavo"
"21.07";"Máquinas e Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"p";"Pingitore, Ricardo Alejandro"
"21.07";"Máquinas e Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"p";"Cerfoglio, Ernesto Luis"
"11.91";"Metodología de la Investigación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Rancan, Claudio Jorge"
"72.43";"Gestión de Proyectos Informáticos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Carrodani, Luz Maria Isabel"
"72.43";"Gestión de Proyectos Informáticos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Mon, Alicia Laura"
"72.31";"Programación Imperativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Meola, Franco Román"
"72.31";"Programación Imperativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Garberoglio, Marcelo Fabio"
"72.31";"Programación Imperativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Arias Roig, Ana Maria"
"30.35";"Gestión de Proyectos Mecánicos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Mariano C., Francioni"
"30.35";"Gestión de Proyectos Mecánicos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Gelso, Lautaro"
"16.30";"Proyecto Final de Carrera (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"BIO";"Esposito, Giuliana"
"16.30";"Proyecto Final de Carrera (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"BIO";"Paschetta, Federico"
"22.37";"Electromagnetismo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Muñoz, Claudio Marcelo"
"22.37";"Electromagnetismo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Dobrusin, Pablo"
"22.01";"Teoría de Circuitos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Jacoby, Daniel Andres"
"22.01";"Teoría de Circuitos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Belaustegui Goitia, Carlos F."
"41.08";"Petrofísica y Fluidos de Reservorios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Leiva, Marisol Emilce"
"41.08";"Petrofísica y Fluidos de Reservorios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Fondevila Sancet, Gastón"
"41.08";"Petrofísica y Fluidos de Reservorios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Caliz Viñas, Emil Alejandro"
"41.08";"Petrofísica y Fluidos de Reservorios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Astesiano, Daniel Osvaldo"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Fernández Sau, Mercedes"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Sabella, Liliana Lidia"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Sabella, Liliana Lidia"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Fraga, Claudia Elsa"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Bucello, Pablo Augusto"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Fraga, Claudia Elsa"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Fraga, Claudia Elsa"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Noni, Maria Laura"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Soria Sasias, Adrián Marcelo"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Peña, Nelly Haydee"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Pérez, Luciano Alejo"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Bucello, Pablo Augusto"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Pérez, Luciano Alejo"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Schmidberg, Pablo Esteban"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Fernández Sau, Mercedes"
"93.02";"Matemática II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Noni, Maria Laura"
"12.96";"Trabajo Supervisado I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Stripeikis, Jorge Daniel"
"12.96";"Trabajo Supervisado I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Gerpe, Angela Viviana"
"22.49";"Laboratorio de Dsp_fpga";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Jacoby, Daniel Andres"
"93.38";"Matemática V";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Di Lorenzo, Francisco Javier"
"93.38";"Matemática V";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Delellis, Roberto Daniel"
"71.88";"Gestión de Datos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Segarra, Gonzalo"
"71.88";"Gestión de Datos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cotton, Lucas Gabriel"
"71.88";"Gestión de Datos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Guerrero, Marcela Alejandra"
"71.88";"Gestión de Datos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Socolovsky, Nicolás Erik"
"30.23";"Mantenimiento Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Mariano C., Francioni"
"30.23";"Mantenimiento Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Belmudes, Tomás Luciano Martín"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S1";"Pérez, Luciano Alejo"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S1";"Mancilla Aguilar, Jose Luis"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S1";"Marti, Maria Elisabeth"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S2";"Blanco Vitorero, Maria Patricia"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S2";"Fernández Sau, Mercedes"
"93.26";"Análisis Matemático I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S2";"Mancilla Aguilar, Jose Luis"
"82.01";"Proyecto I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Peralta Ramos, Angélica"
"82.01";"Proyecto I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Bouret, María Gabriela"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Suárez, Gustavo Daniel"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Perego, Pablo Alejandro"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Blázquez, Oscar Gustavo"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Suárez, Gustavo Daniel"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Perego, Pablo Alejandro"
"94.62";"Ética en los Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Blázquez, Oscar Gustavo"
"12.16";"Fenómenos de Transporte";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Berkenwald, Emilio"
"12.16";"Fenómenos de Transporte";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Estenoz, Diana Alejandra"
"99.51";"Español Lengua Segunda B1";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gonzalez Ferro, Ana Maria"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Martín, Carolina Elena"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Perego, Pablo Alejandro"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Blázquez, Oscar Gustavo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Larroude, Javier Alfredo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Martín, Carolina Elena"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Perego, Pablo Alejandro"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Blázquez, Oscar Gustavo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Larroude, Javier Alfredo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Martín, Carolina Elena"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Perego, Pablo Alejandro"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Blázquez, Oscar Gustavo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Larroude, Javier Alfredo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Martín, Carolina Elena"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Perego, Pablo Alejandro"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Blázquez, Oscar Gustavo"
"61.31";"Derecho para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Larroude, Javier Alfredo"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pingitore, Ricardo Alejandro"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cerfoglio, Ernesto Luis"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BP";"Pingitore, Ricardo Alejandro"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BP";"Cerfoglio, Ernesto Luis"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Pingitore, Ricardo Alejandro"
"21.06";"Electrotecnia";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Cerfoglio, Ernesto Luis"
"31.95";"Física y Mecánica de Aceros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"García, Javier Alejandro"
"31.95";"Física y Mecánica de Aceros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Rodríguez, Aníbal Adrián"
"31.83";"Proyecto de Materiales  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"M";"Leslabay, Pablo Enrique"
"72.32";"Diseño y Procesamiento de Documentos XML";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Soliani, Valeria Inés"
"72.32";"Diseño y Procesamiento de Documentos XML";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Fontanella  De Santis, Teresa Natalia"
"81.46";"Auditoría General y de Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cora Bogani, Santiago Manuel"
"81.46";"Auditoría General y de Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Conesa, Fernando"
"81.46";"Auditoría General y de Sistemas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Avendaño Sánchez, Diego"
"22.93";"Control Automático";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Colombo, Sebastián Carlos"
"22.93";"Control Automático";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Ghersin, Alejandro Simon"
"22.66";"Redes Digitales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Hirchoren, Gustavo Abraham"
"22.66";"Redes Digitales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Rozenbaum, Uriel"
"30.02";"Máquinas Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mariano C., Francioni"
"30.02";"Máquinas Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Celani, Vicente Fidel"
"30.02";"Máquinas Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Martins, Claudio Pedro"
"30.02";"Máquinas Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Costantini, Patricio"
"30.02";"Máquinas Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Celani, Vicente Fidel"
"30.38";"Dinámica del Automóvil";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Caunedo, Carlos Gabriel"
"30.38";"Dinámica del Automóvil";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Raffo, Federico"
"16.43";"Bioestadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Santa María, Victoria"
"16.43";"Bioestadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Montivero, Luciana"
"22.42";"Laboratorio de Electrónica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Salvati, Matías Damián"
"22.42";"Laboratorio de Electrónica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Weill, María Alejandra"
"41.19";"Desarrollo de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Zaffore, Martín Alejandro"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Sinardi, Norberto Antonio"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alessio, Maria Gabriela"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Medus, Andrés Daniel"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Londoño Calderón, César Leandro"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Oreglia, Eduardo Victor"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Minces, Pablo Sebastián"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Rinaldi, Horacio Daniel"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Medus, Andrés Daniel"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KE";"Oreglia, Eduardo Victor"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KE";"Sinardi, Norberto Antonio"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KE";"Rinaldi, Horacio Daniel"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KE";"Fernandez, Fernando Sergio"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MP";"Oreglia, Eduardo Victor"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MP";"Berlin, Guido"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MP";"Sinardi, Norberto Antonio"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Oreglia, Eduardo Victor"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Minces, Pablo Sebastián"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Alessio, Maria Gabriela"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Medus, Andrés Daniel"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Di Lorenzo, Francisco Javier"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Sinardi, Norberto Antonio"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Hugo Alberto, Aita"
"93.43";"Física III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Medus, Andrés Daniel"
"72.45";"Proyecto Final  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"S";"Mon, Alicia Laura"
"72.45";"Proyecto Final  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"S";"Soliani, Valeria Inés"
"72.33";"Programación Orientada a Objetos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Meola, Franco Román"
"72.33";"Programación Orientada a Objetos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Garberoglio, Marcelo Fabio"
"12.13";"Operaciones Unitarias III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Aude Luppi, Vergenie Edith"
"12.13";"Operaciones Unitarias III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Acosta García, Diego"
"12.13";"Operaciones Unitarias III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Arufe, Gonzalo Lorenzo"
"12.13";"Operaciones Unitarias III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Elizondo, Tomás Manuel Joaquín"
