"cod";"Materia";"cuat inicio";"cuat fin";"fecha inicio";"fecha fin";"comision";"Profesor"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Hugo Alberto, Aita"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"DUVIDOVICH, LAURA PATRICIA"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Palazzo, Edgardo"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Hugo Alberto, Aita"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"DUVIDOVICH, LAURA PATRICIA"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"König, Pablo Germán"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Gigli, Miriam Laura"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Hugo Alberto, Aita"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"BONAZZOLA, CARLOS RAÚL"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Gigli, Miriam Laura"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Hugo Alberto, Aita"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"BONAZZOLA, CARLOS RAÚL"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"DUVIDOVICH, LAURA PATRICIA"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"Hugo Alberto, Aita"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"DUVIDOVICH, LAURA PATRICIA"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MN";"König, Pablo Germán"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"BONAZZOLA, CARLOS RAÚL"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"DUVIDOVICH, LAURA PATRICIA"
"93.42";"Física II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Palazzo, Edgardo"
"71.80";"Utilitarios en Informática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Gómez, Constanza Mariel"
"71.80";"Utilitarios en Informática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Buquete, Maria Alejandra"
"71.80";"Utilitarios en Informática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"L";"Crivelli, Lourdes"
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Siquiroff Braunstein, Mariela Sabrina"
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"De Zan, Arturo T."
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Siquiroff Braunstein, Mariela Sabrina"
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"De Zan, Arturo T."
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Siquiroff Braunstein, Mariela Sabrina"
"11.76";"Gestión de Calidad";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"De Zan, Arturo T."
"93.54";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Fierens, Pablo Ignacio"
"93.54";"Métodos Numéricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Álvarez, Adrián Omar"
"30.99";"Proyecto de Fin de Carrera de Intercambio- Ing Mecánica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Leslabay, Pablo Enrique"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Roma, José"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Giobellina, Héctor José"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Santo, Carlos Santiago"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Roma, José"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Giobellina, Héctor José"
"21.10";"Instalaciones Eléctricas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Santo, Carlos Santiago"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Oyarzabal, Nicolás Andrés"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Rodríguez, Aníbal Adrián"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Ibarra, María Luján"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Oyarzabal, Nicolás Andrés"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Rodríguez, Aníbal Adrián"
"12.44";"Materiales Poliméricos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Ibarra, María Luján"
"12.20";"Química-Física";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Meich, Veronica Cecilia"
"12.20";"Química-Física";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Testa Fernandez, Juan Jose"
"12.32";"Química Orgánica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Rossi, Ezequiel"
"12.32";"Química Orgánica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Errea, Maria Ines"
"12.32";"Química Orgánica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Tasqué, Joana Elisa"
"12.32";"Química Orgánica I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"De Angelis, Laura Elizabeth"
"61.03";"Economía de las Infraestructuras";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Orlando, Valeria Alejandra"
"72.60";"Programación Funcional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Martinez Lopez, Pablo Ernesto"
"72.60";"Programación Funcional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Pennella, Valeria Verónica"
"16.26";"Neurociencias";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Moncada, Diego"
"16.26";"Neurociencias";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Piriz, Joaquín"
"16.02";"Histología y Anatomía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Santa María, Victoria"
"16.02";"Histología y Anatomía";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Tartaglia, María Luz"
"16.14";"Fisiología Cuantitativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Tajerian, Matías Nazareth"
"16.14";"Fisiología Cuantitativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Caffaro, Pedro"
"16.14";"Fisiología Cuantitativa";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Riquelme, Luis"
"11.85";"Toma de Decisiones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Ramos, Silvia Adriana"
"11.85";"Toma de Decisiones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Ramonet, Juan Antonio"
"12.41";"Laboratorio de Control de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Moscoso Vásquez, Hilda Marcela"
"12.41";"Laboratorio de Control de Procesos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Szupiany, Agustina"
"82.06";"Plataformas de Computación Cognitiva";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gotusso, Claudio"
"82.06";"Plataformas de Computación Cognitiva";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cardarelli, Santiago"
"93.39";"Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Galibert, Maria Silvia"
"93.39";"Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alvarez Ponte, Lucia Ines"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Muñoz, Andrés Leandro"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Schmidberg, Pablo Esteban"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Bucello, Pablo Augusto"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Gaviola, Pedro Augusto"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Schmidberg, Pablo Esteban"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Álvarez, Adrián Omar"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Bucello, Pablo Augusto"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Muñoz, Andrés Leandro"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MNPE";"Schmidberg, Pablo Esteban"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MNPE";"Álvarez, Adrián Omar"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MNPE";"Benítez, Oscar Matías"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Florit, Patricia Teresa"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Álvarez, Adrián Omar"
"93.03";"Matemática III";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Benítez, Oscar Matías"
"21.73";"Energías Alternativas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Aguirre, Ignacio Javier"
"21.73";"Energías Alternativas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"INGLES";"Garcia Carlen, Alejandro Héctor"
"31.58";"Proyecto Mecatrónico (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"M";"Leslabay, Pablo Enrique"
"12.77";"Industrias Químicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Fredes, Luis Edgardo"
"12.77";"Industrias Químicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Ceballos, Juan Pablo"
"94.63";"Epistemología y Heurística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Cavallo, Pedro Cosme"
"94.63";"Epistemología y Heurística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Sodor, Diego Pablo"
"10.12";"Energías Convencionales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lezama, Juan Marcelo"
"61.40";"Economía y Finanzas Internacionales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Bacque, Nicolas"
"61.40";"Economía y Finanzas Internacionales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Orlando, Valeria Alejandra"
"11.73";"Teoría de la Decisión";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Ramonet, Juan Antonio"
"11.73";"Teoría de la Decisión";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Ramonet, Juan Antonio"
"11.73";"Teoría de la Decisión";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Ramonet, Juan Antonio"
"16.15";"Procesamiento de Señales Biomédicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Bonomini, María Paula"
"16.15";"Procesamiento de Señales Biomédicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"ROHLEDER, MATÍAS DAMIÁN"
"16.15";"Procesamiento de Señales Biomédicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Mancino, Axel Víctor Andrés"
"22.94";"Control Discreto";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Colombo, Sebastián Carlos"
"22.94";"Control Discreto";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Ghersin, Alejandro Simon"
"12.09";"Química";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Coria Oriundo, Lucy Linders"
"12.09";"Química";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Testa Fernandez, Juan Jose"
"31.34";"Estática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Medina, Pablo Alberto"
"31.34";"Estática";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Barbier, Eduardo Eugenio B"
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AP";"Martinez, Mariano A."
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AP";"Mantelli, Pablo"
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Sívori, Francisco Mariano"
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Martinez, Mariano A."
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Cardozo, Matías Ernesto Cesar"
"31.22";"Mecánica de Fluidos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Martinez, Mariano A."
"16.03";"Fisiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Lazzarino, Carlos"
"16.03";"Fisiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Carpaneto Freixas, Agustín Eduardo"
"16.03";"Fisiología";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Riquelme, Luis"
"41.10";"Recuperación Asistida de Petróleo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Español";"Bugari, Alvaro"
"41.10";"Recuperación Asistida de Petróleo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Español";"Gonzalez, Dario Javier"
"41.10";"Recuperación Asistida de Petróleo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Español";"Menghi, Constanza"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lopez Franco, Nicolas Leonardo"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Peñalva, Leandro"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Vilaboa, Ivan Gonzalo"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Peñalva, Leandro"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Vilaboa, Ivan Gonzalo"
"11.86";"Investigación de Operaciones I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Vilaboa, Ivan Gonzalo"
"30.09";"Motores de Combustión Interna";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Zubiri, Juan Ignacio"
"30.09";"Motores de Combustión Interna";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M1";"Celani, Vicente Fidel"
"12.30";"Industrialización y Economía Petrolera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"PQ";"D´Ascoli, Hernan Dario David"
"12.30";"Industrialización y Economía Petrolera";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"PQ";"Popik, Pablo Ricardo"
"93.16";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Galibert, Maria Silvia"
"93.16";"Matemática Discreta";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Delellis, Roberto Daniel"
"93.28";"Análisis Matemático II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Álvarez, Adrián Omar"
"93.28";"Análisis Matemático II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pérez, Luciano Alejo"
"93.28";"Análisis Matemático II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Marti, Maria Elisabeth"
"94.40";"Estructura de las Organizaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Calamante, Romina"
"94.40";"Estructura de las Organizaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pedró, Cecilia Angélica"
"94.40";"Estructura de las Organizaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Valledor Duco, Juan Maria"
"94.40";"Estructura de las Organizaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Calamante, Romina"
"94.40";"Estructura de las Organizaciones";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Pedró, Cecilia Angélica"
"82.08";"Cloud Computing";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Paolini, Luis Pedro"
"94.64";"Prácticas Expositivas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Diaz Leimbacher, Enrique Daniel"
"94.64";"Prácticas Expositivas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Verdenelli, Juliana"
"72.50";"Introducción al Desarrollo de Videojuegos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Donato, Juan Facundo"
"72.50";"Introducción al Desarrollo de Videojuegos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Ruiz, Diego Gabriel"
"72.50";"Introducción al Desarrollo de Videojuegos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Romarion, Germán Rodrigo"
"72.74";"Visualización de Información";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Aizemberg, Diego Ariel"
"16.16";"Procesamiento de Imágenes Biomédicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Tomás, Roberto Sebastián"
"16.16";"Procesamiento de Imágenes Biomédicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Griffa, Guillermina"
"81.36";"Sistemas Integrados de Gestión Empresaria II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Castellano, Matías Felipe"
"81.36";"Sistemas Integrados de Gestión Empresaria II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"AB";"Zapata, Fancisco Javier"
"31.33";"Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Leslabay, Pablo Enrique"
"31.33";"Mecanismos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"M";"Polano, Francisco José"
"31.21";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MPE";"Lauretta, Juan Ricardo"
"31.21";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MPE";"David, Martín Rafael"
"31.21";"Termodinámica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MPE";"Gulich, Ernesto Iván"
"72.86";"Técnicas Avanzadas en Videojuegos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Lorenzon, Jorge Alejandro"
"41.33";"Metalurgia Física I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Abalos, Roxana"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Lowi, Debora"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Toneguzzo, Santiago"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Esteves, Jorge"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMPQ";"Lowi, Debora"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMPQ";"Toneguzzo, Santiago"
"11.15";"Organización Industrial";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KMPQ";"Esteves, Jorge"
"82.04";"Analítica Descriptiva";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gomez Aguirre, Mauricio Maximiliano"
"82.04";"Analítica Descriptiva";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Fragni, María Asunción"
"12.51";"Tecnología de los Alimentos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Fattori, Susana Beatriz"
"12.51";"Tecnología de los Alimentos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Ippolito, Pablo Federico"
"12.51";"Tecnología de los Alimentos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Degrossi, María Claudia"
"72.08";"Arquitectura de Computadoras";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Merovich, Horacio Víctor"
"72.08";"Arquitectura de Computadoras";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Vallés, Santiago Raúl"
"99.56";"Español Lengua Segunda C1";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gallo Haddad, Daniela"
"99.56";"Español Lengua Segunda C1";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Gonzalez Ferro, Ana Maria"
"11.39";"Marketing";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Testorelli, Guillermo Alejandro"
"11.39";"Marketing";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Bonfanti, Alejandro A. M. J"
"11.39";"Marketing";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Testorelli, Guillermo Alejandro"
"11.39";"Marketing";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Bonfanti, Alejandro A. M. J"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pose, Eduardo Francisco"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"López Sáez, José Ignacio"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Piantanida, Horacio"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Coccolo, Pablo Bartolome"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Dominguez Zoth, Martín"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Igarreta, Ramon Santiago"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"De Miguel, Benito Jose"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Pose, Eduardo Francisco"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"López Sáez, José Ignacio"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Piantanida, Horacio"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Coccolo, Pablo Bartolome"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Dominguez Zoth, Martín"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Igarreta, Ramon Santiago"
"61.19";"Costos Industriales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"De Miguel, Benito Jose"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mancilla Aguilar, Jose Luis"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Fernández Sau, Mercedes"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Garcia Serrano, Silvina Aida"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Benítez, Oscar Matías"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Fraga, Claudia Elsa"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"C";"Florit, Patricia Teresa"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Sirczuk, Diana Graciela"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Florit, Patricia Teresa"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Soria Sasias, Adrián Marcelo"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"E";"Florit, Patricia Teresa"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Fraga, Claudia Elsa"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Sabella, Liliana Lidia"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Pérez, Luciano Alejo"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Fernández Sau, Mercedes"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Muñoz, Andrés Leandro"
"93.17";"Matemática I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Fages, Luciano Rodolfo"
"94.41";"Gestión de los Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Feld, Guido Mariano"
"94.41";"Gestión de los Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"González Gainza, Maria Florencia"
"94.41";"Gestión de los Recursos Humanos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Pedró, Cecilia Angélica"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Cabana, Adriana Elena"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Soria Sasias, Adrián Marcelo"
"93.18";"Álgebra Lineal";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Peña, Nelly Haydee"
